SrNo,Health Facility Name,Address,street,landmark,locality,pincode,landline_number,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Block_Name
45078,Area-1 (070607901),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
45088,Area-C,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
45103,MCW Jhangirpuri A Block,M & CW Center A Block functioning from First Floor of B Block M & CW Center,Jhangirpuri,"Mangal Bazar Road,",Jhangirpuri,110033,,28.7275,77.1684,0,M&CW Center,Delhi,North,Model Town,\N
45282,Area- C,,,,,,,0,0,0,SubCentre,Delhi,North West,Kanjhawla,\N
45307,Area-C,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
45320,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
45352,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
45592,Area-7,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
45604,Area-C,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
45729,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
45752,Area-6,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
45845,Area - C,,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
45886,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
45905,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
45914,Area-7,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
46125,Area-C (070602902),,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
46129,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South,Mehrauli,\N
46165,Area-6,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
46177,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
46193,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
46304,Area-5,,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
46383,SPUHC Jafrabad,"House No. 559,","Street No.-15,",,"Zafrabad,",110053,,28.685,77.2661,0,Dispensaries,Delhi,North-East,Seelam Pur,\N
46397,Area-4 (070600604),,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
46439,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
46461,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
46527,MCW New Seelampur,F84G/F,,,New Seelampur,110053,22561798,28.6746,77.2694,0,M&CW Center,Delhi,North-East,Seelam Pur,\N
46539,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
46725,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
46738,Area-7,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
46789,MCW Ghanta Ghar,923,Subji Mandi,Clock Tower Ghanta Ghar,Subji Mandi Ghanta Ghar,110007,1123859615,28.67617374,77.20333358,0,M&CW Center,Delhi,Central,Civil Lines,\N
46790,Area-1,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
46850,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
46909,Area-6,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
47049,Area-4,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
47072,Area- C,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
47084,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
47159,DGD Paschim Puri,Flat no. 1 to 4,"Pocket-I,",,"Paschim puri,",110063,011-25212575,28.66,77.11,0,Dispensaries,Delhi,West,Punjabi Bagh,\N
47174,Area-2,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Vasant Vihar,\N
47267,Area-8,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
47346,DGD Jhilmil,B Block,,,Jhilmil colony,110095,22144952,28.67069,77.311667,0,Dispensaries,Delhi,Shahdara,Vivek Vihar,\N
47391,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
47435,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
47586,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
47605,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
47613,Area-2,,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
47629,MCW Tagore Garden,"925,  ,",IV Storey Quarter,,Tagore garden Extension,110027,25102177,28.651,77.114,0,M&CW Center,Delhi,West,Rajouri Garden,\N
47994,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North-East,Yamuna Vihar,\N
48109,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
48168,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
48183,Area-C,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
48254,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
48285,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
48431,Area-1,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Vasant Vihar,\N
48476,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
48571,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
48586,SPUHC Sangam vihar F2,F-2/474,Sangam Vihar,,SANGAM VIHAR,,011-26045870,28.49846171,77.24529421,0,Dispensaries,Delhi,South East,Kalkaji,\N
48613,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
48633,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
48634,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
48712,Area-4 (070602103),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
48713,Area-9,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
48776,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
48926,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
48959,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
49119,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South,Saket,\N
49192,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
49229,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
49324,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
49408,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
49543,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
49651,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
49696,Area-6,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
49699,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
49728,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
49783,DGD Keshav Puram B4,B-4,Keshavpuram,Near Tyagi Public School,,110035,27192215,28.68788,77.16157,0,Dispensaries,Delhi,North West,Saraswati Vihar,\N
49798,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
49907,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North-East,Yamuna Vihar,\N
49969,DGD Keshav Puram C7,C-7,Keshavpuram,,Near Gurudwara,110035,27188270,28.69128,77.15766,0,Dispensaries,Delhi,North West,Saraswati Vihar,\N
49970,Area-C,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
50037,Area-3,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
50098,Area-13,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
50418,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
50525,Area-4,,,,,,,0,0,0,SubCentre,Delhi,East,Gandhi Nagar,\N
50561,Area-2,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Vasant Vihar,\N
50628,Area-2,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
50729,Area-6,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
50829,SPUHC Begumpur,,Near Indraprastha Public School,,Begumpur Village,110086,27581424,28.722721,77.062679,0,Dispensaries,Delhi,North West,Rohini,\N
50847,SPUHC Sangam Vihar B Block,B-839/1  New Delhi,"Shiv Mandir Sangam Vihar,",,SANGAM VIHAR,,011-26042036,28.505,77.2385,0,Dispensaries,Delhi,South East,Kalkaji,\N
50864,DGD Katewara,Village Katewara,Katewara,,,110039,,28.8044,76.9764,0,Dispensaries,Delhi,North,Narela,\N
50894,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
51028,DGD Mangol Puri,"Delhi Govt Dispensary, A-Block",,,Mangolpuri,110083,27922997,28.69,77.09,0,Dispensaries,Delhi,North West,Rohini,\N
51074,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
51181,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South,Mehrauli,\N
51271,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
51389,Area-3 (070606003),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
51472,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
51540,Area-4 (070600102),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
51557,Area-3,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
51574,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North-East,Seelam Pur,\N
51642,DGD Sec 17 Dwarka,"Delhi Govt. Building,","Sec-17, New Delhi-75",,,110075,,28.591,77.029,0,Dispensaries,Delhi,South-West,Dwarka,\N
51655,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
51702,MCW Mehrauli,"M&CW Center Mehrauli, Near Bhul Bhuliyan","Ward-I,Mehrauli Delhi-30","Ward-I,Mehrauli Delhi-30",26,110030,011-26643213,28.522559,77.181313,0,M&CW Center,Delhi,South,Mehrauli,\N
51750,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
51773,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
51830,Area- C,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
51935,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
51952,Area-C,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
51956,Area-7,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
51997,Area-8,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
52055,Area-9,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
52074,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South,Mehrauli,\N
52109,MCW Kanchan Puri,4214/01,Gali No.-1,"Ansari Road, Delhi-110002",Daryaganj,110002,"23270218, 23270466",28.64,77.24,0,M&CW Center,Delhi,Central,Kotwali,\N
52225,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
52379,PHC Ujjwa,Primary Health Centre Ujjwa,,Village Post Office Ujjwa,,110073,25318335,28.570257,76.904024,0,Dispensaries,Delhi,South-West,Najafgarh,\N
52405,DGD Nangli Jalib,"WZ-18,",,Near B-1,"Janak Puri,",110058,1125598637,28.63,77.08,0,Dispensaries,Delhi,West,Rajouri Garden,\N
52482,Area-1,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
52552,Area-5,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Seema Puri,\N
52553,Area-5,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Seema Puri,\N
52564,Area-1,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
52576,Area-C (70604101),,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
52685,DGD Ajmeri Gate,Delhi Govt. Dispesnary,"Community Centre, 1st Floor",Gali- Shahtara,Kotwali,110006,23214248,28.64,77.22,0,Dispensaries,Delhi,Central,Kotwali,\N
52772,SPUHC Shiv Vihar 2,"Khasra No. 82,","Punchal Vihar,","Shiv Mandir,",Karawal Nagar,110094,,28.7281,77.2765,0,Dispensaries,Delhi,North-East,Karawal Nagar,\N
52878,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
52896,Area-4 (070600301),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
52982,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
53076,DGD Gautampuri,,Street No. 7,,Gautampuri,110053,,28.6784,77.2648,0,Dispensaries,Delhi,North-East,Seelam Pur,\N
53078,Area-4,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
53132,SPUHC Nehru Vihar,"D-2/177,","Shiv Mandir Gali,",,"Nehru Vihar,",110094,,28.7141,77.2645,0,Dispensaries,Delhi,North-East,Karawal Nagar,\N
53158,Area-13,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
53175,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
53228,Area-9,,,,,,,0,0,0,SubCentre,Delhi,North-East,Yamuna Vihar,\N
53362,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North-East,Yamuna Vihar,\N
53451,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
53507,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Seema Puri,\N
53616,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
53659,Area-7,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
53708,A and U Tibbia College,Ajmal Khan Road,Karol Bagh,Ajmal Khan Park,Karol Bagh,110005,011-23524180,28.65702992,77.19528407,0,District Hospital,Delhi,Central,Karol Bagh,\N
53852,Area-9,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
53990,Area-2,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
54088,Area-6,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Vasant Vihar,\N
54268,Area-10,,,,,,,0,0,0,SubCentre,Delhi,South,Mehrauli,\N
54329,Area-7,,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
54353,SPUHC Nilothi,H No-83,,,Nilothi Village,110041,,28.61,77.03,0,Dispensaries,Delhi,West,Punjabi Bagh,\N
54393,Hindu Rao Hospital,,Malka Ganj,,CIVIL LINE,110007,23919613,28.675417,77.212477,0,>500 Bedded Hospital,Delhi,Central,Civil Lines,\N
54398,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
54511,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Seema Puri,\N
54517,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
54580,Area-15,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
54607,MCW Reading Road NDMC,Ground Floor,Punchkuian Road,Punchkuian Road,Bapu seva samaj sadan,110001,011-23743688,28.64196637,77.20283462,0,M&CW Center,Delhi,New Delhi,Chanakya Puri,\N
54690,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
54733,Area-3,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
54755,Deep Chand Bandhu Hospital,Deep Chand Bandhu Hospital,Ashok Vihar,,,110052,2730 1374,28.6817859,77.1781722,0,District Hospital,Delhi,North West,Saraswati Vihar,\N
54778,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
54830,Area-2,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
54837,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
54955,Area-9,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
54959,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South,Saket,\N
55058,Area-10,,,,,,,0,0,0,SubCentre,Delhi,North,Alipur,\N
55108,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
55161,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
55188,Area-6,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
55215,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
55282,DGD Ballimaran,Delhi Govt. Dispesnary,"1404,",Gali Kasim Jahan,"Chandani Chowk, Ballimaran",110006,23971413,28.6545107,77.22554297,0,Dispensaries,Delhi,Central,Kotwali,\N
55352,Area-3,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Chanakya Puri,\N
55366,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
55395,Area-6,,,,,,,0,0,0,SubCentre,Delhi,West,Punjabi Bagh,\N
55410,MCW Babar Road NDMC,,,Near Bengali Market Opposite Post Office,Babar Road,110001,011-23324146,28.62949182,77.23423162,0,M&CW Center,Delhi,New Delhi,Chanakya Puri,\N
55616,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
55722,Area-4,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
55725,Area-7,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
55730,Area - C,,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
55843,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South,Saket,\N
55844,Area-C,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Chanakya Puri,\N
55868,Area-3,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
55873,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
55903,SPUHC Shiv Vihar 5,"Khasra No. 49/5/3,","Gali No. 6, Phase V,",,Shiv Vihar,110094,,28.7211,77.2812,0,Dispensaries,Delhi,North-East,Karawal Nagar,\N
55935,Area-3,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
56068,Area-C,,,,,,,0,0,0,SubCentre,Delhi,West,Rajouri Garden,\N
56313,DGD Sawada Ghevra,DGD Sawda Ghevra,Savda Ghevra,,,110081,,28.70345,76.98129,0,Dispensaries,Delhi,North West,Kanjhawla,\N
56320,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
56410,Area-5,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
56433,Area-2 (070607102),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
56490,Area-9,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
56661,Area-2,,,,,,,0,0,0,SubCentre,Delhi,East,Gandhi Nagar,\N
56678,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Vivek Vihar,\N
56837,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North West,Saraswati Vihar,\N
56852,Area-3,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
56993,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
57037,Area-5,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Chanakya Puri,\N
57145,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
57222,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
57223,Area-2,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
57327,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
57384,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
57404,Area-2 (070601004),,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
57451,Area-C,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
57617,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
57651,Area-12,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
57691,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
57736,Area-4,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
57779,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South,Saket,\N
57830,MCW Jhangirpuri D Block,M&CW Centre D-Block,Jahangir Puri (Temporary Shifted)Ground Floor IPPVIII Building,,B-Block Jahangir puri,110033,27692319,28.7312,77.174,0,M&CW Center,Delhi,North,Model Town,\N
57934,Area-5,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
57954,Area-6,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
58057,Area-3,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
58066,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
58211,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South East,Kalkaji,\N
58297,MCW Hirankunda,M&CW Centre,,,Hiran Kudna,110041,28353274,28.67,77.001,0,M&CW Center,Delhi,West,Punjabi Bagh,\N
58489,Area-5,,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
58513,Area-4,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
58525,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
58543,Area-2,,,,,,,0,0,0,SubCentre,Delhi,East,Gandhi Nagar,\N
58598,MCW New Seemapuri,new seemapuri,,,Seemapuri,110093,22357475,28.6894,77.3277,0,M&CW Center,Delhi,Shahdara,Vivek Vihar,\N
58674,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
58696,Area -C,,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
58707,Area-6,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
58762,SPUHC Kamruddin Nagar,A-38,"Yadav Park, Kamruddin Nagar","Main Rohtak Road,","Nangloi,",110041,1125942478,28.68,77.05,0,Dispensaries,Delhi,West,Punjabi Bagh,\N
58765,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
58787,Area-6,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
58791,Area-1 (070605201),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
58839,Sanjay Gandhi Memorial Hospital Mangolpuri,Sanjay Gandhi Memorial Hospital Mangolpuri,S Block Mangolpuri,,,,2792 2843,28.69397,77.08136,0,District Hospital,Delhi,North West,Rohini,\N
58943,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Model Town,\N
58948,Area-1,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Delhi Cantonment,\N
59043,Area-6,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Vasant Vihar,\N
59069,Area-1,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
59099,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South,Saket,\N
59137,Area-5,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
59205,Area-2 (070607602),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
59259,DGD Vasundhara Enclave,Pavitra Appartment,"Vasundhara Enclave,Delhi???ÿ",Near Mamta Public School,Vasundhara Enclave,110096,1122612490,28.6009,77.3169,0,Dispensaries,Delhi,East,Mayur Vihar,\N
59357,Area-8,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
59449,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South-West,Najafgarh,\N
59498,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
59728,Area-C (070602403),,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
59749,Area-5 (070605906),,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
59753,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
59806,Area-1,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
59975,Area-3,,,,,,,0,0,0,SubCentre,Delhi,South,Mehrauli,\N
59993,Area-4,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
60034,DGD Shakur Pur I Block,"I-Block, DDA Resettlement Colony",Shakurpur,Near Balmiki Mandir,,110034,27187380,28.68154,77.12843,0,Dispensaries,Delhi,North West,Saraswati Vihar,\N
60040,Area-5,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
60062,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Kapashera,\N
60063,MCW Inder Lok,B12/94 MCW Center,DDA Flats,Near Police Choki,Inderlok,110035,23123169,28.67262737,77.16775266,0,M&CW Center,Delhi,Central,Kotwali,\N
60095,Area-C,,,,,,,0,0,0,SubCentre,Delhi,East,Preet Vihar,\N
60105,DGD Holambi Kalan PH2,"A-Block,","Holambi Kalan, Phase-II",,Holambi Kalan,110082,27700432,28.8107,77.0909,0,Dispensaries,Delhi,North,Narela,\N
60109,Area-2,,,,,,,0,0,0,SubCentre,Delhi,North-East,Karawal Nagar,\N
60115,Area-3,,,,,,,0,0,0,SubCentre,Delhi,Central,Civil Lines,\N
60161,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South,Hauz Khas,\N
60169,Area-C,,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
60239,Area-8,,,,,,,0,0,0,SubCentre,Delhi,North West,Rohini,\N
60394,Area-2,,,,,,,0,0,0,SubCentre,Delhi,New Delhi,Chanakya Puri,\N
60547,Area-1,,,,,,,0,0,0,SubCentre,Delhi,South-West,Dwarka,\N
60666,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South,Saket,\N
60834,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Seema Puri,\N
60845,Area-1,,,,,,,0,0,0,SubCentre,Delhi,North,Narela,\N
60882,Area-3,,,,,,,0,0,0,SubCentre,Delhi,East,Mayur Vihar,\N
60979,Acrea - C,,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
61008,Area-11,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
61054,Area-5,,,,,,,0,0,0,SubCentre,Delhi,South East,Sarita Vihar,\N
61058,Area-1 (070606901),,,,,,,0,0,0,SubCentre,Delhi,Central,Kotwali,\N
61072,Hedgewar Hospital,,,,karkardooma,110032,22382686,28.65564,77.293361,0,100-500 Bedded Hospital,Delhi,Shahdara,Vivek Vihar,\N
61127,Area-1,,,,,,,0,0,0,SubCentre,Delhi,Shahdara,Shahdara,\N
61238,Area-C,,,,,,,0,0,0,SubCentre,Delhi,South East,Defence Colony,\N
61257,Area-1 (070602201),,,,,,,0,0,0,SubCentre,Delhi,Central,Karol Bagh,\N
61281,Area-4,,,,,,,0,0,0,SubCentre,Delhi,North-East,Seelam Pur,\N
61326,Area-3,,,,,,,0,0,0,SubCentre,Delhi,West,Patel Nagar,\N
